"Indicator","Category","Region","Country","City","Value","Year","Source","Timeliness","nas"
"Feeder routes","system info","Europe","United Kingdom","Kent",NA,NA,"",NA,1
"Feeder routes","system info","Europe","United Kingdom","Luton",NA,NA,"",NA,1
"Feeder routes","system info","Europe","United Kingdom","Runcorn",NA,NA,"",NA,1
"Feeder routes","system info","Europe","United Kingdom","Swansea",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","Canada","Calgary",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","Canada","Gatineau",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","Canada","Mississauga",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","Canada","Ottawa",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","Canada","Winnipeg",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","Canada","Quebec",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","Canada","York Regional Municipality",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Albuquerque",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Alexandria - Arlington",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Cleveland",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Eugene","0",2013,"LTD",9,0
"Feeder routes","system info","Northern America","United States","Fort Collins","13",2016,"www.ridetransfort.com",6,0
"Feeder routes","system info","Northern America","United States","Hartford County",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Las Vegas",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Los Angeles","0",NA,"",NA,0
"Feeder routes","system info","Northern America","United States","Miami",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","New York",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Orlando",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Pittsburgh",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","Richmond",NA,NA,"",NA,1
"Feeder routes","system info","Northern America","United States","San Bernardino",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Beijing","0",2013,"",9,0
"Feeder routes","system info","Asia","China","Changde",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Changzhou",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Chengdu",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Chongqing",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Dalian",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Guangzhou","0",2013,"",9,0
"Feeder routes","system info","Asia","China","Hangzhou",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Hefei","0",2013,"www.chinabrt.org",9,0
"Feeder routes","system info","Asia","China","Jinan",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Kunming",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Lanzhou",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Lianyungang",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Urumqi",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Xiamen",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Yancheng",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Yichang",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Yinchuan",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Zaozhuang",NA,NA,"",NA,1
"Feeder routes","system info","Asia","China","Zhengzhou",NA,NA,"",NA,1
"Feeder routes","system info","Asia","India","Ahmedabad","21",2014,"www.ahmedabadbrts.com",8,0
"Feeder routes","system info","Asia","India","Amritsar",NA,NA,"",NA,1
"Feeder routes","system info","Asia","India","Bhopal",NA,NA,"",NA,1
"Feeder routes","system info","Asia","India","Hubballi-Dharwad",NA,NA,"",NA,1
"Feeder routes","system info","Asia","India","Indore",NA,NA,"",NA,1
"Feeder routes","system info","Asia","India","Jaipur","0",2011,"Primary Survey, EMBARQ",11,0
"Feeder routes","system info","Asia","India","Pune - Primpi-Chinchwad",NA,NA,"",NA,1
"Feeder routes","system info","Asia","India","Rajkot",NA,NA,"",NA,1
"Feeder routes","system info","Asia","India","Surat",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Indonesia","Jakarta","3",2013,"Transjakarta",9,0
"Feeder routes","system info","Asia","Iran","Isfahan",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Iran","Tabriz",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Iran","Tehran","0",2014,"",8,0
"Feeder routes","system info","Asia","Israel","Haifa",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Japan","Kesennuma - Tome",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Japan","Nagoya",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Malaysia","Subang Jaya",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Pakistan","Islamabad - Rawalpindi","No",2015,"www.worldbrt.net",7,0
"Feeder routes","system info","Asia","Pakistan","Lahore","0",2013,"Lahore Metrobus System",9,0
"Feeder routes","system info","Asia","Republic of Korea","Seoul","215",2014,"citynet-ap.org",8,0
"Feeder routes","system info","Asia","Taiwan","Chiayi",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Taiwan","Taichung",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Taiwan","Taipei",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Thailand","Bangkok",NA,NA,"",NA,1
"Feeder routes","system info","Asia","Vietnam","Hanoi",NA,NA,"",NA,1
"Feeder routes","system info","Africa","Nigeria","Lagos",NA,NA,"",NA,1
"Feeder routes","system info","Africa","South Africa","Cape Town","26",2015,"myciti.org.za",7,0
"Feeder routes","system info","Africa","South Africa","Johannesburg","12",2013,"Rea Vaya",9,0
"Feeder routes","system info","Africa","South Africa","Pretoria","7",2018,"A Re Yeng",4,0
"Feeder routes","system info","Africa","Tanzania","Dar es Salaam","12",2016,"dart.go.tz",6,0
"Fare integration within the system","system info","Latin America","Argentina","Buenos Aires","Yes",2021,"www.sube.gob.ar",1,0
"Fare integration within the system","system info","Latin America","Argentina","Buenos Aires - Metropolitan Area","No",2017,"www.clarin.com",5,0
"Fare integration within the system","system info","Latin America","Argentina","Córdoba",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Argentina","Neuquén",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Argentina","Santa Fe",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Brazil","Belém",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Brazil","Belo Horizonte","Yes",NA,"www.transfacil.com.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Brasília","Yes",NA,"www.sba.dftrans.df.gov.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Campinas","Yes",NA,"www.emdec.com.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Criciúma","Yes",NA,"www.leismunicipais.com.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Curitiba","Yes",NA,"URBS - Unidade de Gestão de Informação",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Fortaleza","Yes",2013,"www.fortaleza.ce.gov.br",9,0
"Fare integration within the system","system info","Latin America","Brazil","Goiânia","Yes",NA,"www.rmtcgoiania.com.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Guarulhos","Yes",2013,"www.emtu.sp.gov.br",9,0
"Fare integration within the system","system info","Latin America","Brazil","Juiz de Fora","Yes",2013,"astransp.com.br",9,0
"Fare integration within the system","system info","Latin America","Brazil","Londrina","Yes",NA,"www.cmtuld.com.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Natal","Yes",NA,"www.natalcard.com.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Niterói","No",NA,"",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Porto Alegre","Yes",2014,"www.atppoa.com.br & www2.portoalegre.rs.gov.br",8,0
"Fare integration within the system","system info","Latin America","Brazil","Recife","Yes",NA,"www.granderecife.pe.gov.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Rio de Janeiro","Yes",2014,"www.brtrio.com",8,0
"Fare integration within the system","system info","Latin America","Brazil","São Paulo","Yes",NA,"www.sptrans.com.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","São Paulo - Metropolitan area","Yes",2015,"www.cartaobom.net",7,0
"Fare integration within the system","system info","Latin America","Brazil","Sumaré","Yes",NA,"www.emdec.com.br",NA,0
"Fare integration within the system","system info","Latin America","Brazil","Teresina","Yes",2018,"diariodotransporte.com.br",4,0
"Fare integration within the system","system info","Latin America","Brazil","Uberaba","Yes",2018,"www.uberaba.mg.gov.br",4,0
"Fare integration within the system","system info","Latin America","Brazil","Uberlândia","Yes",2013,"www.uberlandia.mg.gov.br",9,0
"Fare integration within the system","system info","Latin America","Brazil","Sorocaba","Yes",2021,"www.urbes.com.br",1,0
"Fare integration within the system","system info","Latin America","Brazil","Maringá","Yes",2021,"www.tccc.com.br",1,0
"Fare integration within the system","system info","Latin America","Chile","Concepción",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Chile","Santiago","Yes",2015,"www.red.cl",7,0
"Fare integration within the system","system info","Latin America","Colombia","Barranquilla","Yes",NA,"",NA,0
"Fare integration within the system","system info","Latin America","Colombia","Bogotá","Yes",2014,"www.transmilenio.gov.co",8,0
"Fare integration within the system","system info","Latin America","Colombia","Bucaramanga","Yes",2013,"Metrolínea",9,0
"Fare integration within the system","system info","Latin America","Colombia","Cali","Yes",2015,"mio.com.co",7,0
"Fare integration within the system","system info","Latin America","Colombia","Cartagena","Yes",2016,"www.noticiascolombianas.com.co",6,0
"Fare integration within the system","system info","Latin America","Colombia","Medellín","Yes",2013,"www.metroplus.gov.co",9,0
"Fare integration within the system","system info","Latin America","Colombia","Pereira","Yes",2015,"www.megabus.gov.co",7,0
"Fare integration within the system","system info","Latin America","Ecuador","Guayaquil","Yes",NA,"www.metrovia-gye.com & www.guayaquil.gov.ec",NA,0
"Fare integration within the system","system info","Latin America","Ecuador","Quito","Yes",NA,"PUC Chile",NA,0
"Fare integration within the system","system info","Latin America","El Salvador","Gran San Salvador",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Guatemala","Guatemala","Yes",NA,"transmetro.muniguate.com",NA,0
"Fare integration within the system","system info","Latin America","Mexico","Acapulco",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Mexico","Chihuahua","No",2013,"www.vivebus.com",9,0
"Fare integration within the system","system info","Latin America","Mexico","Guadalajara","Yes",2013,"www.macrobus.gob.mx",9,0
"Fare integration within the system","system info","Latin America","Mexico","Guadalupe",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Mexico","Juárez",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Mexico","León de los Aldama","Yes",NA,"Dirección General de Movilidad",NA,0
"Fare integration within the system","system info","Latin America","Mexico","Mexico City","Yes",2016,"www.metrobus.cdmx.gob.mx",6,0
"Fare integration within the system","system info","Latin America","Mexico","Mexico City - Metropolitan Area",NA,NA,"",NA,1
"Fare integration within the system","system info","Latin America","Mexico","Monterrey","Yes",2014,"www.milenio.com",8,0
"Fare integration within the system","system info","Latin America","Mexico","Pachuca","Yes",2015,"www.servicio-tuzobus.mx",7,0
"Fare integration within the system","system info","Latin America","Mexico","Puebla","Yes",2015,"rutapuebla.mx",7,0
"Fare integration within the system","system info","Latin America","Mexico","Tijuana","Yes",2020,"sitt.tijuana.gob.mx",2,0
"Fare integration within the system","system info","Latin America","Panama","Panama","Yes",NA,"www.tarjetametrobus.com",NA,0
"Fare integration within the system","system info","Latin America","Peru","Lima","Yes",NA,"www.munlima.gob.pe",NA,0
"Fare integration within the system","system info","Latin America","Trinidad and Tobago","Port of Spain - Arima","Yes",2014,"www.ptsc.co.tt",8,0
"Fare integration within the system","system info","Latin America","Uruguay","Montevideo","Yes",2013,"www.montevideo.gub.uy",9,0
"Fare integration within the system","system info","Latin America","Venezuela","Barquisimeto","Yes",2015,"www.youtube.com",7,0
"Fare integration within the system","system info","Latin America","Venezuela","Caracas","Yes",2013,"www.metrodecaracas.gob.ve",9,0
"Fare integration within the system","system info","Latin America","Venezuela","Merida","No",NA,"María Alejandra Guilarte Castro, Former president of Trolmerida",NA,0
"Fare integration within the system","system info","Oceania","Australia","Adelaide","Yes",2014,"www.adelaidemetro.com.au",8,0
"Fare integration within the system","system info","Oceania","Australia","Brisbane","Yes",2014,"translink.com.au",8,0
"Fare integration within the system","system info","Oceania","Australia","Sydney - Metropolitan Area","Yes",NA,"www.sydneybuses.info",NA,0
"Fare integration within the system","system info","Oceania","New Caledonia","Nouméa",NA,NA,"",NA,1
"Fare integration within the system","system info","Oceania","New Zealand","Auckland","Yes",2014,"www.athop.co.nz",8,0
"Fare integration within the system","system info","Europe","Belgium","Liège","Yes",2014,"www.infotec.be",8,0
"Fare integration within the system","system info","Europe","Finland","Helsinki","Yes",2014,"www.hsl.fi",8,0
"Fare integration within the system","system info","Europe","France","Belfort","Yes",2014,"pass.optymo.fr",8,0
"Fare integration within the system","system info","Europe","France","Caen",NA,NA,"",NA,1
"Fare integration within the system","system info","Europe","France","Cannes","Yes",2014,"www.silteplait.info",8,0
"Fare integration within the system","system info","Europe","France","Châlon-sur-Saône","Yes",2014,"www.buszoom.com",8,0
"Fare integration within the system","system info","Europe","France","Douai",NA,NA,"",NA,1
"Fare integration within the system","system info","Europe","France","Evry","Yes",2014,"www.bus-tice.com",8,0
"Fare integration within the system","system info","Europe","France","La Rochelle",NA,NA,"",NA,1
"Fare integration within the system","system info","Europe","France","Le Mans","Yes",2016,"www.setram.fr",6,0
"Fare integration within the system","system info","Europe","France","Lille",NA,NA,"",NA,1
"Fare integration within the system","system info","Europe","France","Lorient",NA,NA,"",NA,1
"Fare integration within the system","system info","Europe","France","Lyon",NA,NA,"",NA,1
"Fare integration within the system","system info","Europe","France","Maubeuge",NA,NA,"",NA,1
"Fare integration within the system","system info","Europe","France","Metz","Yes",2013,"lemet.fr",9,0
"Fare integration within the system","system info","Europe","France","Nancy",NA,NA,"",NA,1
"Fare integration within the system","system info","Europe","France","Nantes","Yes",2013,"TAN",9,0
"Fare integration within the system","system info","Europe","France","Nîmes","Yes",2015,"www.tangobus.fr",7,0
